	Mov10_kd_2	Mov10_kd_3	Mov10_oe_1	Mov10_oe_2	Mov10_oe_3	Irrel_kd_1	Irrel_kd_2	Irrel_kd_3
C7orf26	643.585019807473	560.322345748066	471.867601942838	486.350404090897	405.509612670988	593.370265290061	578.6632740066	544.28389770961
C7orf29	804.641052569622	810.542629918004	738.177359653082	762.99008348205	739.09865252863	789.378461031523	775.014007915482	843.840637480992
C7orf31	263.95294258241	281.230490327751	320.403927245137	327.505684956622	397.858487903611	328.759201039088	362.573577429629	310.255194763217
C7orf33	0.639111241119636	0	0	1.78477212510421	0	0	0	0
C7orf34	0	0	0	0	0	0	0	0
C7orf41	1572.2136531543	1471.38081631553	1146.79639413974	1173.48767225602	1245.603112129	1331.07383835338	1342.24946143003	1303.8742021299
C7orf42	2319.97380526428	2326.83477928968	2170.42452533849	2074.79759543364	2159.14740935382	2351.20740255326	2287.64188395428	2260.04861702516
C7orf43	420.53519665672	412.756537135026	398.632418572521	430.130082150115	356.542414159774	433.890869664054	429.062714837928	453.347030279012
C7orf44	1309.53893305413	1211.53667506213	1393.13292002171	1429.60247220847	1476.66708010379	1557.37420980034	1548.98912305896	1598.08171440537
C7orf45	2.55644496447854	3.20795236115305	1.66443598568902	6.24670243786473	1.53022495347543	1.78189268855874	1.03889277200467	1.33730687397938
C7orf46	231.358269285308	243.804379447632	383.65249470132	394.43463964803	417.751412298791	293.121347267913	338.679043673522	299.556739771382
C7orf49	1464.20385340509	1427.53880071311	1277.45461901633	1336.79432170305	1190.51501380388	1441.55118504402	1365.10510241413	1437.60488952784
C7orf50	1147.84378905087	1140.96172311677	910.446484171896	874.538341301063	757.461351970335	1161.7940329403	1081.48737565686	1089.9051022932
C7orf53	227.52360183859	206.378268567513	227.195512046552	187.401073135942	203.519918812232	178.189268855874	153.756130256691	193.909496727011
C7orf55	235.832047973146	230.972570003019	254.658705810421	282.886381829017	270.84981676515	255.70160080818	264.91765686119	284.846364157609
C7orf57	12.7822248223927	22.4556665280713	25.7987577781799	24.0944236889068	22.9533743021314	30.2921757054986	24.933426528112	24.0715237316289
C7orf58	10.8648910990338	6.4159047223061	10.8188339069787	11.6010188131774	12.2417996278034	8.90946344279371	8.31114217603734	5.34922749591754
C7orf59	658.923689594345	667.254091119834	667.438830261299	685.352496040016	627.392230924924	781.359943933009	787.480721179538	752.903770050394
C7orf60	976.561976430804	1005.15840649462	651.626688397253	678.2134075396	783.475176179418	685.137738750836	741.769439211332	778.312600656002
C7orf61	23.0080046803069	14.9704443520476	25.7987577781799	29.4487400642195	26.0138242090822	10.6913561313525	13.5056060360607	14.7103756137732
C7orf62	0	0	0	0	0	0	0	0
C7orf63	137.408916840722	127.248776992404	170.604688533125	154.382788821514	171.385194789248	119.386810133436	121.550454324546	123.032232406103
C7orf65	0	0	0	0	0	0	0	0
C7orf66	0	0	0	0	0	0	0	0
C7orf69	0	0	0	0	0	0	0	0
C7orf70	436.512977684711	432.004251301944	555.089401227289	511.337213842356	569.243682692858	578.224177437312	605.674486078721	545.621204583589
C7orf71	0	0	0	0	0	0	0	0
C7orf72	0	0	0	0	0	0	0	0
C7orf73	2176.81288725348	2049.8815587768	1810.90635242966	1829.39142823181	1843.92106893789	2115.99756766351	2062.20215242926	1787.97929051044
C8A	0	0	0	0	0	0	0	0
C8B	0	0	0.832217992844512	0.892386062552105	0	0.890946344279371	0	0
C8G	1.91733372335891	2.13863490743537	5.82552594991158	4.46193031276052	1.53022495347543	4.45473172139686	5.19446386002334	5.34922749591754
C8ORFK29	5.11288992895709	1.06931745371768	0.832217992844512	1.78477212510421	1.53022495347543	0.890946344279371	3.116678316014	0
C8orf12	0.639111241119636	2.13863490743537	0	0.892386062552105	3.06044990695085	3.56378537711748	1.03889277200467	1.33730687397938
C8orf22	0	0	0	0	0	0	0	0
C8orf31	37.7075632260585	35.2874759726835	49.1008615778262	41.9421449399489	33.6649489764594	48.111102591086	51.9446386002334	46.8057405892785
C8orf33	3047.28239765842	2850.80033161134	2191.2299751596	2313.06467413506	2200.46348309766	3060.40069259964	2880.84965676894	2825.72942471844
C8orf34	54.9635667362887	54.5351901396018	64.9130034418719	69.6061128790642	90.2832722550501	59.6934050667179	52.983531372238	65.5280368249899
C8orf37	78.6106826577152	104.793110464333	117.342736991076	116.010188131774	96.4041720689518	122.950595510553	92.4614567084154	109.65916366631
C8orf38	185.342259924694	188.199871854312	167.275816561747	155.275174884066	153.022495347543	208.481444561373	208.817447172938	207.282565466805
C8orf39	4.47377868783745	1.06931745371768	2.49665397853354	3.56954425020842	1.53022495347543	0.890946344279371	2.07778554400933	0
C8orf4	26.8426721270247	35.2874759726835	106.523903084098	136.535067570472	149.962045440592	65.9300294766735	59.216888004266	78.9011055647837
C8orf40	316.36006435422	304.75547430954	345.370467030472	339.999089832352	365.723763880627	241.44645929971	229.595302613031	248.739078560166
C8orf42	175.11648006678	235.24983981789	424.431176350701	483.673245903241	478.960410437808	317.176898563456	321.017866549442	373.108617840248
C8orf44	46.0160093606138	35.2874759726835	84.8862352701402	74.0680431918247	88.7530473015747	54.3477270010416	52.983531372238	52.154968085196
C8orf44-SGK3	0.639111241119636	1.06931745371768	0	0.892386062552105	0	0	0	0
C8orf45	0.639111241119636	1.06931745371768	1.66443598568902	2.67715818765631	0	0.890946344279371	2.07778554400933	4.01192062193816
C8orf46	21.7297821980676	13.9011268983299	16.6443598568902	18.7401073135942	13.7720245812788	17.8189268855874	9.350034948042	13.3730687397938
C8orf47	115.040023401534	106.931745371768	164.779162583213	171.338124010004	154.552720301018	162.152234658846	163.106165204733	171.175279869361
C8orf48	51.7680105306905	71.6442693990847	44.1075536207591	48.1888473778137	35.1951739299348	54.3477270010416	66.4891374082987	60.1788093290723
C8orf51	50.4897880484512	42.7726981487073	69.906311398939	88.3462201926584	64.2694480459679	67.7119221652322	60.2557807762707	88.2622536826394
C8orf55	329.781400417732	342.181585189659	419.437868393634	438.161556713083	364.193538927151	395.580176860041	366.729148517648	402.529369067795
C8orf56	0	0	0	0	0	0	0	0
C8orf58	131.656915670645	161.46693551137	158.121418640457	192.755389511255	145.371370580165	139.878576051861	150.639451940677	180.536427987217
C8orf59	404.55741562873	444.836060746556	432.753356279146	432.807240337771	578.425032413711	463.292099025273	496.590745018231	398.517448445857
C8orf69	0	0	0	0	0	0	0	0
C8orf71	0	0	0	0	0	0	0	0
C8orf73	47.2942318428531	49.1886028710134	50.7652975635152	52.6507776905742	33.6649489764594	51.6748879682035	45.7112819682054	48.1430474632579
C8orf74	0	0	0	0	0	0	0	0
C8orf75	0	0	0	0	0	0	0	0
C8orf76	135.491583117363	122.971507177534	119.83939096961	125.826434819847	140.780695719739	145.224254117537	115.317097692518	144.429142389774
C8orf77	44.0986756372549	32.0795236115305	58.2552594991158	68.7137268165121	56.6183232785907	45.4382635582479	41.5557108801867	41.4565130933609
C8orf80	2.55644496447854	2.13863490743537	4.99330795706707	0.892386062552105	0	0.890946344279371	2.07778554400933	1.33730687397938
C8orf82	325.307621729895	364.63725171773	416.108996422256	447.977803401157	410.100287531414	496.25711376361	468.540640174105	470.732019640743
C8orf83	525.98855144146	546.421218849736	624.995712626229	724.617482792309	859.986423853189	491.802382042213	494.512959474222	488.117009002476
C8orf84	0	1.06931745371768	0	2.67715818765631	0	0.890946344279371	3.116678316014	0
C8orf85	21.090670956948	21.3863490743537	44.1075536207591	43.7269170650531	50.497423464689	52.5658343124829	45.7112819682054	48.1430474632579
C8orf86	0.639111241119636	0	0	0	0	0	0	0
C8orf87	0	0	0	0	0	0	0	0
C9	1.27822248223927	0	0.832217992844512	0	0	0	0	0
C9orf100	670.427691934498	666.184773666116	604.190262805116	683.567723914912	636.573580645777	900.746754066444	865.397679079888	920.067129297817
C9orf102	550.913889845126	525.034869775382	516.807373556442	502.413353216835	530.988058855973	440.127494074009	468.540640174105	465.382792144826
C9orf103	61.3546791474851	44.9113330561427	33.2887197137805	26.7715818765631	35.1951739299348	14.2551415084699	20.7778554400933	13.3730687397938
C9orf106	0.639111241119636	2.13863490743537	1.66443598568902	0.892386062552105	0	0	1.03889277200467	0
C9orf11	0	1.06931745371768	0	3.56954425020842	3.06044990695085	0	1.03889277200467	0
C9orf114	1426.49629017903	1332.36954733223	994.500501449192	965.561719681377	827.851699830205	1323.05532125487	1286.14925174178	1275.79075777633
C9orf116	99.0622423735436	112.278332640357	109.020557062631	120.472118444534	84.1623724411484	122.950595510553	117.394883236527	101.635322422433
C9orf117	2.55644496447854	2.13863490743537	2.49665397853354	0.892386062552105	0	2.67283903283811	8.31114217603734	4.01192062193816
C9orf123	688.322806685848	643.729107138045	626.660148611918	652.334211725589	676.359429436138	616.534870241325	627.491234290819	641.907299510105
C9orf125	681.931694274651	723.927916166871	639.97563649743	672.859091164287	572.304132599809	687.810577783675	642.035733098884	752.903770050394
C9orf128	0	0	3.32887197137805	0	0	0	1.03889277200467	0
C9orf129	0	1.06931745371768	0	0	0	0	0	0
C9orf131	0	0	0	0	0	0	0	0
C9orf135	2.55644496447854	1.06931745371768	4.16108996422256	1.78477212510421	3.06044990695085	8.01851709851434	2.07778554400933	4.01192062193816
C9orf139	4.47377868783745	1.06931745371768	9.98661591413414	3.56954425020842	13.7720245812788	3.56378537711748	5.19446386002334	1.33730687397938
C9orf142	964.418862849531	968.801613068221	700.727549975079	769.236785919914	639.634030552728	1114.57387669349	1128.23755039707	1107.29009165493
C9orf146	0	0	0	0	0	0	0	0
C9orf152	15.9777810279909	19.2477141669183	14.9799238712012	10.7086327506253	15.3022495347543	6.2366244099556	9.350034948042	8.02384124387631
C9orf153	0	0	0	0.892386062552105	0	0.890946344279371	1.03889277200467	1.33730687397938
C9orf156	366.210741161551	333.627045559917	252.994269824732	263.253888452871	244.835992556068	362.615162121704	341.795721989536	349.037094108619
C9orf16	499.145879314436	480.12353671924	447.733280150347	577.373782471212	448.3559113683	554.168626141769	540.224241442427	579.053876433074
C9orf163	24.9253384036658	21.3863490743537	32.456501720936	38.3726006897405	41.3160737438365	31.183122049778	31.16678316014	38.7818993454022
C9orf167	166.168922691105	145.427173705605	66.577439427561	65.1441825663037	73.4507977668204	129.187219920509	121.550454324546	109.65916366631
C9orf169	22.3688934391873	23.524983981789	26.6309757710244	39.2649867522926	39.7858487903611	32.0740683940574	29.0889976161307	26.7461374795877
C9orf170	0	0	0	0	0	0	0	0
C9orf171	3.19555620559818	4.27726981487073	0.832217992844512	5.35431637531263	1.53022495347543	3.56378537711748	3.116678316014	5.34922749591754
C9orf172	23.6471159214265	21.3863490743537	25.7987577781799	28.5563540016674	26.0138242090822	43.6563708696892	42.5946036521914	30.7580581015259
C9orf173	0	0	0	0	0	0	0	1.33730687397938
C9orf174	0	0	0	0	0	0.890946344279371	0	0
C9orf21	306.773395737425	278.022537966597	280.457463588601	235.589920513756	321.347240229839	325.195415661971	281.539941213265	300.894046645362
C9orf23	474.859652151889	468.361044728345	428.592266314924	470.287454964959	384.086463322332	440.127494074009	396.857038905783	406.541289689733
C9orf24	3.83466744671782	4.27726981487073	7.48996193560061	2.67715818765631	1.53022495347543	4.45473172139686	3.116678316014	8.02384124387631
C9orf25	892.838403844131	930.306184734384	1126.82316231147	1052.12316774893	957.920820875616	1029.93397398695	984.870347860425	1029.72629296413
C9orf29	0	0	0	0	0	0	0	0
C9orf3	444.182312578147	492.955346163852	384.484712694165	405.143272398656	332.058814904167	432.108976975495	389.58478950175	418.577051555547
C9orf30	595.651676723501	593.471186813314	513.478501585064	491.70472046621	535.578733716399	611.189192175649	668.008052399001	639.232685762146
C9orf30-TMEFF1	7.030223652316	7.48522217602378	8.32217992844512	8.92386062552105	9.18134972085255	6.2366244099556	0	0
C9orf37	498.506768073316	414.895172042461	644.968944454497	688.029654227673	570.773907646334	580.89701647015	543.340919758441	546.958511457568
C9orf4	12.1431135812731	9.62385708345914	14.1477058783567	12.4934048757295	19.8929243951805	11.5823024756318	19.7389626680887	8.02384124387631
C9orf40	635.276573672918	636.243884962021	747.331757574372	815.640861172624	853.865524039287	740.376412096157	725.147154859258	699.411495091218
C9orf41	863.439286752628	854.384645520429	744.835103595838	688.922040290225	740.628877482106	702.065719292145	722.030476543244	694.062267595301
C9orf43	26.8426721270247	24.5943014355067	23.3021037996463	15.1705630633858	12.2417996278034	15.1460878527493	13.5056060360607	5.34922749591754
C9orf46	197.485373505967	163.605570418805	262.980885738866	273.070135140944	269.319591811675	175.516429823036	163.106165204733	164.488745499464
C9orf47	12.7822248223927	17.1090792594829	15.8121418640457	12.4934048757295	16.8324744882297	12.4732488199112	16.6222843520747	8.02384124387631
C9orf5	4022.56615160699	4088.0006255627	3079.20657352469	2960.04456948533	3407.81097138977	2962.39659472891	3059.53921355374	2991.55547709188
C9orf50	1.27822248223927	0	0.832217992844512	2.67715818765631	3.06044990695085	0	2.07778554400933	2.67461374795877
C9orf53	1.27822248223927	2.13863490743537	0.832217992844512	0	0	0	1.03889277200467	1.33730687397938
C9orf57	0	0	0	0	0	0	0	0
C9orf64	458.242759882779	444.836060746556	493.505269756796	434.592012462875	494.262659972562	521.203611403432	501.785208878254	438.636654665238
C9orf66	18.5342259924694	17.1090792594829	17.4765778497348	13.3857909382816	10.711574674328	17.8189268855874	17.6611771240793	24.0715237316289
C9orf68	25.5644496447854	22.4556665280713	36.6175916851585	50.86600556547	44.3765236507873	24.055551295543	31.16678316014	34.769978723464
C9orf69	1671.91500676897	1566.55006969641	1164.27297198947	1169.02574194326	980.874195177748	1415.71374105992	1427.43866873441	1306.54881587786
C9orf7	265.870276305769	324.003188476458	318.739491259448	348.030564395321	304.51476574161	398.253015892879	403.090395537811	399.854755319836
C9orf71	0	0	0	0	0	0	0	0
C9orf72	405.196526869849	444.836060746556	596.700300869515	613.961611035848	627.392230924924	469.528723435229	461.268390770072	470.732019640743
C9orf78	1632.29010981955	1478.86603849156	1278.28683700917	1301.99126526352	1123.18511585096	1617.95856121134	1567.68919295504	1548.60136006813
C9orf79	1.27822248223927	0	0	0.892386062552105	0	2.67283903283811	1.03889277200467	0
C9orf80	500.424101796675	481.192854172957	477.69312789275	378.371690522092	478.960410437808	540.804430977578	526.718635406366	482.767781506558
C9orf82	704.300587713839	779.532423760191	823.063594923222	803.147456296894	953.33014601519	807.19738791711	755.275045247393	770.288759412126
C9orf84	0	0	0	0	0	0.890946344279371	0	1.33730687397938
C9orf85	194.289817300369	181.783967132006	178.094650468726	194.540161636359	195.868794044854	171.061698101639	178.689556784803	163.151438625485
C9orf86	2825.51079698991	2793.05718911059	2455.87529688415	2552.22413889902	2237.18888198107	3261.75456640678	3165.50627629822	3312.50912684694
C9orf89	186.620482406934	183.922602039441	218.041114125262	240.051850826516	179.036319556625	221.845639725563	232.711980929045	212.631792962722
C9orf9	119.513802089372	141.149903890734	99.0339411484969	126.718820882399	104.055296836329	138.987629707582	131.939382044593	132.393380523959
C9orf91	649.97613221867	638.382519869457	550.928311263067	620.208313473713	570.773907646334	732.357894997643	735.536082579304	743.542621932538
C9orf93	108.009799749218	112.278332640357	84.0540172772957	94.5929226305231	107.11574674328	122.950595510553	109.08374106049	120.357618658145
C9orf95	91.3929074801079	116.555602455227	141.477058783567	130.288365132607	139.250470766264	104.240722280686	111.161526604499	104.309936170392
C9orf96	3.83466744671782	5.34658726858841	5.82552594991158	7.13908850041684	7.65112476737713	2.67283903283811	3.116678316014	2.67461374795877
CA1	0	0	0	0	0	0	0	0
CA10	0	0	0	0	0	0	0	0
CA11	348.315626410202	408.479267320155	551.760529255911	590.759573409493	524.867159042071	488.238596665095	506.979672738278	484.105088380537
CA12	173.838257584541	214.932808197254	265.477539717399	288.24069820433	306.044990695085	150.569932183214	139.211631448625	169.837972995382
CA13	94.5884636857061	109.070380279204	138.148186812189	116.902574194326	156.082945254493	111.368293034921	113.239312148509	115.008391162227
CA14	8.30844613455527	14.9704443520476	14.9799238712012	15.1705630633858	9.18134972085255	19.6008195741462	13.5056060360607	20.0596031096908
CA2	476.137874634129	563.530298109219	842.204608758646	829.919038173457	867.637548620566	569.314713994518	604.635593306716	620.510389526435
CA3	4.47377868783745	3.20795236115305	4.99330795706707	6.24670243786473	6.1208998139017	4.45473172139686	7.27224940403267	5.34922749591754
CA4	1.27822248223927	0	3.32887197137805	0.892386062552105	0	0.890946344279371	1.03889277200467	0
CA5A	0	0	0	0	0	0	0	0
CA5B	475.498763393009	522.896234867947	431.921138286302	434.592012462875	459.067486042628	447.255064828244	429.062714837928	445.323189035135
CA5BP1	415.422306727763	330.419093198764	331.222761152116	356.954425020842	278.500941532527	379.543142663012	369.845826833662	403.866675941774
CA6	0.639111241119636	0	0	0	0	0	0	0
CA7	0	0	0	0	0	0	0	0
CA8	371.962742331628	427.726981487073	411.115688465189	446.193031276052	459.067486042628	489.129543009375	499.707423334245	492.128929624414
CA9	5.11288992895709	11.7624919908945	1.66443598568902	3.56954425020842	3.06044990695085	1.78189268855874	9.350034948042	5.34922749591754
CAB39	3208.33843042057	3092.46607615154	2594.02348369634	2601.30537233939	2745.22356653491	2865.28344320246	2796.69934223656	2802.99520786079
CAB39L	134.852471876243	127.248776992404	119.007172976765	124.041662694743	117.827321417608	142.551415084699	125.706025412565	98.9607086744745
CABIN1	2925.85126184569	2826.20603017584	2496.65397853354	2505.82006364631	2151.49628458645	2687.09417434658	2837.21616034475	2938.06320213271
CABLES1	1372.81094592498	1241.47756376623	768.137207395485	761.205311356945	775.824051412041	1211.68702821994	1181.22108176931	1171.48082160594
CABLES2	393.692524529696	369.983838986318	422.766740365012	471.179841027511	411.630512484889	515.857933337756	543.340919758441	556.319659575424
CABP1	21.7297821980676	16.0397618057652	16.6443598568902	24.0944236889068	24.4835992556068	23.1646049512637	13.5056060360607	12.0357618658145
CABP2	0	0	0	0	0	0	0	0
CABP4	1.91733372335891	1.06931745371768	0	0.892386062552105	0	0.890946344279371	3.116678316014	0
CABP5	1.91733372335891	1.06931745371768	2.49665397853354	0	0	0	0	0
CABP7	12.1431135812731	13.9011268983299	7.48996193560061	11.6010188131774	4.59067486042628	7.12757075423497	9.350034948042	1.33730687397938
CABS1	0	0	0	0	0	0	0	0
CABYR	313.803619389741	292.992982318645	336.216069109183	328.398071019175	316.756565369413	285.993776513678	303.356689425363	295.544819149444
CACHD1	2121.84932051719	1985.72251155374	1687.73808948867	1593.80150771806	1622.03845068395	1569.84745862025	1559.37805077901	1544.58943944619
CACNA1A	2.55644496447854	1.06931745371768	4.16108996422256	1.78477212510421	0	1.78189268855874	1.03889277200467	0
CACNA1B	35.15111826158	37.4261108801189	27.4631937638689	32.1258982518758	22.9533743021314	21.3827122627049	22.8556409841027	22.7342168576495
CACNA1C	136.130694358482	142.219221344452	177.262432475881	190.078231323598	166.794519928821	121.168702821994	110.122633832495	105.647243044371
CACNA1D	90.7537962389883	100.515840649462	79.8929273130731	66.0365686288558	84.1623724411484	109.586400346363	105.967062744476	105.647243044371
CACNA1E	3.19555620559818	1.06931745371768	3.32887197137805	2.67715818765631	4.59067486042628	3.56378537711748	4.15557108801867	4.01192062193816
CACNA1F	0.639111241119636	2.13863490743537	0	0	0	0	1.03889277200467	2.67461374795877
CACNA1G	127.822248223927	151.843078427911	303.759567388247	342.676248020008	286.152066299905	134.532897986185	181.806235100817	176.524507365279
CACNA1H	295.269393397272	314.379331392999	339.544941080561	396.219411773135	327.468140043741	227.19131779124	226.478624297017	230.016782324454
CACNA1I	3.83466744671782	3.20795236115305	5.82552594991158	5.35431637531263	4.59067486042628	4.45473172139686	3.116678316014	2.67461374795877
CACNA1S	2.55644496447854	3.20795236115305	4.16108996422256	8.03147456296894	4.59067486042628	5.34567806567623	6.233356632028	2.67461374795877
CACNA2D1	448.016980024865	418.103124403614	516.807373556442	395.327025710582	564.653007832432	475.765347845184	489.318495614198	470.732019640743
CACNA2D2	184.064037442455	201.031681298924	297.101823445491	282.886381829017	254.017342276921	194.226303052903	178.689556784803	189.897576105073
CACNA2D3	372.601853572748	362.498616810294	362.014826887363	375.694532334436	373.374888648004	345.687181580396	340.756829217531	341.013252864743
CACNA2D4	1.91733372335891	4.27726981487073	3.32887197137805	3.56954425020842	3.06044990695085	3.56378537711748	5.19446386002334	6.68653436989692
CACNB1	286.321836021597	299.408887040951	388.645802658387	428.34531002501	325.937915090266	299.357971677869	314.784509917414	316.941729133114
CACNB2	84.3626838277919	121.902189723816	133.987096847966	119.579732381982	154.552720301018	150.569932183214	169.339521836761	148.441063011712
CACNB3	286.960947262717	280.161172874033	416.108996422256	457.79405008923	413.160737438365	343.014342547558	357.379113569606	399.854755319836
CACNB4	406.474749352088	480.12353671924	632.485674561829	633.594104411994	717.675503179974	422.308567188422	459.190605226063	401.192062193816
CACNG1	0	0	0	0	0	0	0	0
CACNG2	0	0	0	0	0	0	0	0
CACNG3	0	0	1.66443598568902	0	0	0	0	0
CACNG4	16.6168922691105	21.3863490743537	39.1142456636921	40.1573728148447	27.5440491625577	20.4917659184255	21.816748212098	13.3730687397938
CACNG5	1.91733372335891	0	5.82552594991158	4.46193031276052	1.53022495347543	1.78189268855874	1.03889277200467	1.33730687397938
CACNG6	37.0684519849389	33.1488410652482	88.2151072415183	98.1624668807315	91.8134972085255	37.4197464597336	57.1391024602567	40.1192062193816
CACNG7	3.83466744671782	7.48522217602378	12.4832698926677	16.95533518849	12.2417996278034	12.4732488199112	9.350034948042	18.7222962357114
CACNG8	841.70950455456	870.424407326194	1011.97707929893	967.346491806482	876.818898341419	867.781739328108	874.74771402793	1005.6547692325
CACYBP	2288.65735444942	2215.62576410304	2415.09661523477	2334.48193963631	2367.25800302648	2203.31030940289	2337.5087370105	2130.32985024916
CAD	5550.68112912404	5262.11118974472	3220.68363230826	3206.34312274971	2886.00426225465	3823.05076330278	3870.91446848939	4002.5594738203
CADM1	4447.57512695155	4586.30255899514	3640.95371869474	3294.68934294237	3772.00451031692	3855.12483169684	3547.81881639594	3558.57359165914
CADM2	30.0382283326229	25.6636188892244	38.2820276708476	49.0812334403658	41.3160737438365	39.2016391482923	27.0112120721213	49.4803543372372
CADM3	0	0	0	0	0	0	0	0
CADM4	320.194731800938	398.855410236696	575.062633055558	547.925042406992	478.960410437808	533.676860223343	467.5017474021	552.307738953486
CADPS	0.639111241119636	0	0.832217992844512	0	0	0	0	0
CADPS2	717.082812536231	723.927916166871	659.948868325698	684.460109977464	768.172926644663	689.592470472233	664.891374082987	644.581913258064
CAGE1	22.3688934391873	17.1090792594829	20.8054498211128	16.0629491259379	13.7720245812788	7.12757075423497	7.27224940403267	13.3730687397938
CAHM	60.7155679063654	49.1886028710134	87.3828892486738	93.700536567971	87.2228223480992	50.7839416239242	57.1391024602567	60.1788093290723
CALB1	0.639111241119636	1.06931745371768	0	1.78477212510421	0	3.56378537711748	4.15557108801867	1.33730687397938
CALB2	0.639111241119636	3.20795236115305	1.66443598568902	5.35431637531263	1.53022495347543	0	3.116678316014	1.33730687397938
CALCA	0	1.06931745371768	0.832217992844512	0.892386062552105	1.53022495347543	0.890946344279371	0	0
CALCB	216.658710739557	249.15096671622	352.860428966073	365.878285646363	370.314438741053	358.160430400307	309.590046057391	286.183671031588
CALCOCO1	880.056179021739	849.03805825184	981.18501356368	1005.71909249622	931.906996666534	877.582149115181	868.514357395902	802.384124387631
CALCOCO2	2270.76223969807	2343.94385854916	2455.04307889131	2494.21904483313	2573.83837174567	2662.14767670676	2694.88785058011	2595.71264239399
CALCR	14.060447304632	4.27726981487073	14.1477058783567	13.3857909382816	10.711574674328	8.90946344279371	4.15557108801867	10.6984549918351
CALCRL	33.8728957793407	27.8022537966598	47.4364255921372	58.8974801284389	58.1485482320662	39.2016391482923	39.4779253361774	50.8176612112166
CALD1	3499.13404513001	3673.10545352024	3603.50390901674	3449.96451782644	3761.2929356426	3732.17423618629	3918.7035360016	3800.62613584941
CALHM1	0	0	1.66443598568902	1.78477212510421	0	0	0	0
CALHM2	82.445350104433	79.1294915751085	117.342736991076	144.566542133441	120.887771324559	117.604917444877	123.628239868555	109.65916366631
CALHM3	1.27822248223927	2.13863490743537	0	1.78477212510421	0	1.78189268855874	2.07778554400933	2.67461374795877
CALM1	6486.33998612318	6029.88112151401	5192.20805735691	4958.98934960205	5026.78897216677	5697.60187166658	5671.31564237348	5523.07738953486
CALM2	5719.40649677962	5624.60980655501	6344.82997744656	5975.41707484889	6362.67535655082	7117.7703444479	6771.50308792642	6851.02311539639
CALM3	10386.8358906763	10330.6759203665	11690.9983634797	12164.1144186477	10140.8007666816	14779.0179589062	14600.5990177536	15000.5712054268
CALML3	0	1.06931745371768	0	0.892386062552105	0	0	0	0
CALML4	222.410711909633	269.467998336856	397.800200579677	401.573728148447	379.495788461905	285.102830169399	303.356689425363	316.941729133114
CALML5	0	0	0	0	0	0	0	0
CALML6	1.27822248223927	3.20795236115305	9.15439792128963	8.03147456296894	10.711574674328	3.56378537711748	0	1.33730687397938
CALN1	1.27822248223927	3.20795236115305	1.66443598568902	3.56954425020842	0	0	0	1.33730687397938
CALR	15765.5960959392	15301.9327627	10249.596799873	9390.5785362358	9309.88861694449	11031.6976348672	10060.6376040932	10344.0686702305
CALR3	16.6168922691105	17.1090792594829	6.6577439427561	12.4934048757295	4.59067486042628	11.5823024756318	8.31114217603734	9.3611481178557
CALU	4684.68539740693	5069.63404807553	6676.05273859868	6431.42635281302	7245.61515470614	6693.67988457092	6642.68038419784	6453.84297382451
CALY	0.639111241119636	1.06931745371768	3.32887197137805	5.35431637531263	1.53022495347543	1.78189268855874	2.07778554400933	2.67461374795877
CAMK1	1060.28554901748	1109.95151695895	1060.24572288391	1134.22268550373	898.242047690075	1139.52037433332	1031.62052260063	1151.42121849625
CAMK1D	235.192936732026	280.161172874033	363.679262873052	372.124988084228	355.012189206299	312.722166842059	328.290115953475	314.267115385155
CAMK1G	2.55644496447854	0	3.32887197137805	3.56954425020842	7.65112476737713	0.890946344279371	3.116678316014	5.34922749591754
CAMK2A	1.27822248223927	2.13863490743537	3.32887197137805	5.35431637531263	0	1.78189268855874	3.116678316014	0
CAMK2B	109.288022231458	149.704443520476	143.973712762101	139.212225758128	130.069121045411	85.5308490508196	109.08374106049	92.2741743045776
CAMK2D	1266.71847989912	1302.42865862814	1346.52871242242	1425.14054189571	1537.8760782428	1276.72611135234	1342.24946143003	1269.10422340644
CAMK2G	1121.00111692384	1084.28789806973	1009.48042532039	1075.32520537529	965.571945642993	1039.73438377403	1031.62052260063	1079.20664730136
CAMK2N1	653.810799665388	711.096106722259	846.365698722869	896.847992864865	812.549450295451	616.534870241325	635.802376466856	668.653436989693
CAMK2N2	68.384902799801	82.3374439362616	74.8996193560061	80.3147456296894	71.920572813345	63.2571904438354	65.450244636294	64.1907299510105
CAMK4	141.882695528559	152.912395881629	219.705550110951	208.818338637193	205.050143765707	277.084313070884	256.606514685153	274.147909165774
CAMKK1	532.379663852657	543.213266488583	446.901062157503	464.933138589647	442.235011554398	455.273581926759	440.490535329979	572.367342063177
CAMKK2	1435.4438475547	1463.89559413951	1354.01867435802	1383.19839695576	1366.49088345355	1432.64172160123	1360.94953132611	1520.51791571456
CAMKMT	148.912919180875	160.397618057652	183.920176418637	161.521877321931	127.00867113846	134.532897986185	135.056060360607	115.008391162227
CAMKV	197.485373505967	259.844141253397	248.000961867665	247.190939326933	220.352393300461	274.411474038046	280.50104844126	347.69978723464
CAMLG	1875.79149268613	1843.50329020929	1903.2825496354	1948.9711606138	2166.7985341212	1729.32685424626	1781.701103988	1796.00313175431
CAMP	0.639111241119636	0	0	0	0	0	0	0
CAMSAP1	1886.65638378517	1879.86008363569	1781.7787226801	1647.34467147119	1747.51689686894	2171.23624100883	2215.95828268596	2234.63978641955
