gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
45	ALDH1L2	125.109706849507	0.606747365689525	0.139497456895825	4.29499901397006	1.74694113041972e-05	0.000101047538019116
46	ALG1	373.202143444249	-0.746351113235981	0.101278638977795	-7.37534690467189	1.63917665835309e-13	4.75483329742386e-12
47	ALOX5	42.0565299351204	1.05292361417734	0.193666725316751	5.27569296950471	1.32255358414011e-07	1.2233620653296e-06
48	ALS2CL	94.5808070179947	0.604729312918353	0.161633231122496	3.7043083228896	0.00021196831571767	0.000932984022021514
49	AMH	1206.13799045189	-0.596037236898157	0.0738168229341891	-8.07728199827856	6.62262769904158e-16	2.86557421299919e-14
50	AMIGO3	242.830697485269	-0.789194778383308	0.119486524903328	-6.60634754577141	3.93917520877187e-11	7.30482526512374e-10
51	AMT	37.139978488249	0.826547164876199	0.195791713165406	4.12582309673539	3.6941115373745e-05	0.000196393090162739
52	ANGPT2	13.7807555653869	-0.688409351247506	0.205524123272548	-3.36801281717974	0.000757120762209409	0.00287580349010875
53	ANKRD18A	151.166890381534	0.770112879209564	0.132861750017991	5.77625355912633	7.63822409872593e-09	9.20190385041406e-08
54	ANKRD20A5P	71.7330524362987	0.588389430985174	0.168235953531441	3.46780985473782	0.00052471842511324	0.00208243029502903
55	ANKRD20A8P	26.8757379900339	0.797842214244184	0.204368610430089	3.7818140311384	0.000155689657542602	0.000707048919982832
56	ANKRD34B	97.7206625034314	0.610127561668532	0.15187369426997	3.97013575646624	7.18316918274184e-05	0.000355665055179815
57	AP4S1	252.17730534504	-0.6199541886638	0.114005955972748	-5.44517572982227	5.17542656183549e-08	5.231513274089e-07
58	APLP2	8392.249966235	0.605567139574566	0.0499560219437435	12.1236566158974	7.91473973740682e-34	2.56849793519971e-31
59	APOBEC3G	54.7852266077738	0.761288279535296	0.179013052891068	4.14976885428212	3.32811179129233e-05	0.000179012421867958
60	ARAP3	234.994800089416	0.819975947691422	0.123948894028918	6.58678276635447	4.49459138066357e-11	8.22705639677984e-10
61	ARHGAP18	466.460954321433	0.581640134542737	0.0951997926034707	6.10853497855694	1.00549824965541e-09	1.45024502174836e-08
62	ARL13B	1222.93778494996	0.582359648877094	0.0807409302370796	7.2133754314817	5.45816557941885e-13	1.41232301047521e-11
63	ARRDC3	1996.72264555492	1.04961302387699	0.0720689216160589	14.5567415420953	5.29208291921441e-48	3.7470352560274e-45
64	ARRDC4	2792.14435463479	0.621785622899855	0.0642590765678665	9.67368206223184	3.90085130068617e-22	4.0509040473859e-20
65	ASCL1	14.4096217303415	1.64054133276351	0.202652587079351	5.78368969267943	7.30796939599769e-09	8.85578170045986e-08
66	ASS1	318.037334683176	0.606236847491339	0.107428887737986	5.62922079695437	1.81025544718974e-08	1.99705021960868e-07
67	ATAD3B	1044.86951560545	-0.751402288865826	0.0777716550708402	-9.66196107883574	4.37409177548272e-22	4.51226672759565e-20
68	ATF3	4277.27376849375	0.710189100923619	0.0499110983996694	14.229110283833	6.04459081478493e-46	3.6214073508425e-43
69	ATG16L2	140.688515901571	0.708475493608911	0.142418116450431	4.94404205906403	7.65191837120618e-07	6.0257393826651e-06
70	ATHL1	259.796354108089	0.855824001239907	0.134451437261981	6.34220579318896	2.26498474311571e-10	3.686694602248e-09
71	ATP1B2	253.978608704891	0.762971152817648	0.109881504146563	6.92174653661593	4.46108919915933e-12	9.7736127222651e-11
72	ATP6V0D1	1219.89317471255	-0.652773692810694	0.0711620551202172	-9.17387557135153	4.5631168299661e-20	3.51879558714762e-18
73	ATP6V0E2	2449.97203888829	-0.670408095166691	0.0601750956910014	-11.1392700906336	8.07786594069315e-29	1.70039078051591e-26
74	ATP6V1B1	37.3354302181396	0.640865117003541	0.202240866792264	3.14318625727452	0.00167119462876939	0.00576699130091732
75	B3GAT1	91.1678957678884	0.929221584606022	0.166191624599605	5.51211050020066	3.54556194357437e-08	3.71164102117325e-07
76	BACE1	418.392810277022	0.721311236744272	0.0953062708809438	7.56495375953521	3.88002603087044e-14	1.25392459508027e-12
77	BAHCC1	1660.95100719896	-0.587885308718012	0.0724468034064962	-8.11483128624545	4.86460185057111e-16	2.17746847776857e-14
78	BAI2	457.979524801627	0.760273266126351	0.0978206741370162	7.75457962955687	8.86365927437349e-15	3.21091210504455e-13
79	BCAM	433.728438436552	0.76177237768679	0.0942326123583538	8.07764501194116	6.60294879221911e-16	2.86501764168237e-14
80	BDKRB2	22.6152410694477	0.745881647620479	0.206783765175995	3.38827795799704	0.00070332949374568	0.00270461029423414
81	BEAN1	9.90501699712715	0.84170449179689	0.197629683511279	3.98633997608815	6.71003466808527e-05	0.000335114491903701
82	BEST1	109.823987391716	0.624329862065745	0.148560023389513	4.16073116236447	3.17230338421475e-05	0.000171379348392158
83	BEX1	217.932767589888	-0.607714298397763	0.117404490904872	-5.17222040202288	2.31328492096086e-07	2.04274598717729e-06
84	BRI3BP	408.971207270456	-0.583224037463189	0.0939881507154316	-6.20278557838294	5.54723970532622e-10	8.34872974781319e-09
85	BST2	18.2144716492594	0.790226757175602	0.207748860697903	3.49304288863586	0.000477549803697833	0.00191622702014455
86	BTBD6	1194.05136845351	-0.77117149361117	0.0641305089678509	-12.0228476483737	2.69520103792888e-33	8.23198952310161e-31
87	BTG2	1874.92080817096	0.812119095060978	0.0595207888024597	13.6425438161749	2.23621779427968e-42	1.16111881938315e-39
88	C10orf10	335.822307880989	1.09479036565818	0.0993924805618999	10.9544073367587	6.3291300986459e-28	1.13320528214491e-25
89	C11orf75	246.288166546271	0.61736718937879	0.113614551354477	5.42376366189419	5.83570303548675e-08	5.84583576744547e-07
90	C11orf9	219.329895502397	0.741270497158706	0.126258092474538	5.84252962823615	5.14140384820888e-09	6.44309314107399e-08
91	C11orf96	959.961336276994	1.15290574063682	0.0879542276508774	13.0909773020884	3.70805783137171e-39	1.56109234700749e-36
92	C16orf55	107.984994412517	-0.635276758723116	0.149489246889182	-4.23623985718676	2.2729397624924e-05	0.000127449901657106
93	C17orf102	12.8466569484443	0.693343975719276	0.204148824300401	3.16101233735556	0.00157221839068043	0.00545808911781346
94	C18orf1	110.434018957123	0.617692616038682	0.14984135229183	4.06972230498829	4.70692078267461e-05	0.000244807028486552
95	C19orf57	161.083347719024	-0.656191137927726	0.137912829795013	-4.74281746814796	2.10766164058938e-06	1.51225450831233e-05
96	C19orf63	3069.34083309352	-0.612050388401591	0.066770444307224	-9.16799148262105	4.81914088310279e-20	3.6440658998103e-18
97	C19orf66	56.9138871254625	0.628787775011804	0.180822925892368	3.43437147639969	0.000593929647912358	0.00232511739772074
98	C19orf73	57.3037277349868	0.620309826507273	0.182839894689879	3.36567753114158	0.000763559145362687	0.00289813859827353
99	C19orf76	186.529319372906	-0.684131438599116	0.127501617262558	-5.35356700212323	8.6237081708286e-08	8.35394914036051e-07
100	C1GALT1C1	513.007487470909	0.581640038881335	0.0835881975676278	6.96108013042509	3.37673626629522e-12	7.60107237284403e-11
101	C1orf51	80.2555955679843	0.817251537874328	0.163368525719023	4.95109065547475	7.37987133536899e-07	5.84478769011347e-06
102	C1orf95	219.673745481546	1.78865722930029	0.119920559241882	14.6670855350686	1.04748545537305e-48	7.76984806587901e-46
103	C2	32.4536747667326	0.881835530467571	0.200939002448853	4.36514799636824	1.27036719509182e-05	7.63414597962647e-05
104	C20orf29	365.465487624487	-0.60984871097141	0.0962324619598813	-6.33903342457798	2.31211079699063e-10	3.75666950883911e-09
105	C22orf23	64.6617013669616	0.664960751406533	0.171319730043487	3.80610314196881	0.00014117352815695	0.000648498982040934
106	C2orf18	885.139578591085	-0.698189883181106	0.0747122759769107	-9.34299501111987	9.36468697442613e-21	7.97124202189266e-19
107	C2orf66	24.3747818529771	-0.786776048816122	0.206532703392454	-3.70743274305641	0.000209370997075401	0.000922916089958186
108	C3orf71	104.174371213581	0.648266583658413	0.153464782837376	4.21247409378036	2.52588692055453e-05	0.000140070276117757
109	C5orf4	107.433065668098	0.890010319747289	0.147622194397385	5.95065374922274	2.6707355299699e-09	3.52559723307976e-08
110	C5orf41	752.31593434776	0.69741956343417	0.0792258114915332	8.79260043630309	1.46137450306475e-18	9.25358968871529e-17
111	C7orf10	72.3743491713265	0.597691982495213	0.172926581258963	3.44791328852029	0.000564935372607234	0.00222166076725647
112	C8orf4	82.3998984050741	0.77683333679362	0.166187322671381	4.56749496808717	4.93587523029978e-06	3.27175014733531e-05
113	C9orf142	924.115045138871	-0.638569843449329	0.0720107672048835	-8.86551905352879	7.61484919209762e-19	5.02612312988579e-17
114	C9orf167	109.645669258595	-0.687701416860108	0.151610156584817	-4.5583775839648	5.1550297518655e-06	3.41266036739519e-05
115	C9orf46	208.696612142936	0.617245838571463	0.117768540002312	5.22678056965609	1.7248699935677e-07	1.56276646899879e-06
116	CA12	213.519228878229	0.817957952259299	0.122152290825751	6.67610433038696	2.45377317524366e-11	4.76588837291402e-10
117	CABLES1	1060.48050143136	-0.613083213278022	0.0672796378942093	-9.11408964091892	7.93337011127011e-20	5.8567822854623e-18
118	CACNA1C	143.677959891262	0.586463705111389	0.134038020921816	4.36391877814401	1.27753025880013e-05	7.66862768452006e-05
119	CACNA1G	213.139606101535	0.845939095550346	0.125291174165259	6.70992557713381	1.94723701877465e-11	3.85414371555944e-10
120	CACNA1H	294.570992762552	0.598532912757095	0.106213866865115	5.63088543324102	1.79286796471532e-08	1.98348752033882e-07
121	CACNB4	519.130600354178	0.589871182375897	0.0903576271248946	6.5213826982703	6.96621903514793e-11	1.23590881447038e-09
122	CACNG6	60.3858024400418	0.812207335797762	0.177684889557726	4.47053795677118	7.80230947192162e-06	4.93048984357498e-05
123	CAPN12	30.5037554963298	0.909921975005656	0.203900865037325	4.23911960314457	2.2439808705428e-05	0.000126052975190931
124	CBR3	118.719750229195	0.636410881412592	0.146096739938235	4.3209341332213	1.55370050918968e-05	9.09507434485068e-05
125	CCBL1	204.105327494854	0.607511600553473	0.12007534609881	5.03451997876937	4.79047716474756e-07	3.95868768144683e-06
126	CCDC144A	7.17153962273818	0.587572612002814	0.186022237516039	2.82399972806036	0.00474284251186347	0.0142349244330052
127	CCDC144B	168.253300255099	0.654429269950142	0.140780673415042	4.63334857316092	3.59797962772782e-06	2.46246610989087e-05
128	CCDC160	34.1326845807856	0.793204435746666	0.201165751873946	3.81037819285018	0.000138754364890822	0.000638893509282982
129	CCDC24	155.086737715837	-0.641524651153714	0.135869387388538	-4.69776512639386	2.63023644823597e-06	1.85894705781178e-05
130	CCDC64	128.993344277291	-0.691586417857767	0.141312988432464	-4.87615264828954	1.08174910412908e-06	8.2411999410866e-06
131	CCL20	6.51131835860904	0.638951692651971	0.176351436525952	3.19249494681293	0.00141049412641723	0.00495406245934638
132	CCND1	2087.7117855309	0.609800444281468	0.0546252674287353	11.1599494051529	6.40280021116341e-29	1.36625231355195e-26
133	CCR10	23.9047723306877	0.596327356874192	0.206047925143697	2.77087842027611	0.00559052967982136	0.0163846258386593
134	CCR6	48.1564517601146	-0.982037346885442	0.18672078436891	-5.14405128801049	2.68876077373122e-07	2.34113060773679e-06
135	CCT6B	103.572442014231	0.964363360592637	0.151358033804662	6.30750506387542	2.8356930426866e-10	4.53507089588595e-09
136	CD24	870.473564561797	0.791982823151651	0.0870479708191903	9.08051445287969	1.08062859828441e-19	7.86586526891416e-18
137	CD3EAP	1116.45687516603	-0.655740347727395	0.0738182188770413	-8.88319287845015	6.49681750142325e-19	4.32482590682351e-17
138	CD44	161.086408900566	0.865476610473423	0.135600322000118	6.35341903998468	2.1058104117969e-10	3.44923331067932e-09
139	CD70	41.5168180396021	0.634022521382071	0.190220167950951	3.26108796236845	0.00110985604925287	0.00401584847368453
140	CDC25B	1945.57557797359	-0.680071589812285	0.0596850703797248	-11.3912971976463	4.62059061882106e-30	1.04415997412184e-27
141	CDC42EP3	813.572662642202	0.598117810469126	0.0728551829135487	8.20186484168447	2.36686321499393e-16	1.1038511467054e-14
142	CDH23	53.3203133414117	1.08989325415835	0.185146335197954	5.73376594685916	9.8224854403408e-09	1.15221726664464e-07
143	CDH3	96.549111174482	0.66887606450097	0.161319108572376	4.09581960965064	4.20677410776989e-05	0.000221008162822029
144	CDHR1	430.398814499856	0.621756189879172	0.0985401875578889	6.30340100333689	2.91184224907092e-10	4.65207863731054e-09
145	CDK18	342.686432926769	0.644480550642603	0.103660126531265	6.20039713189692	5.63208622402398e-10	8.46824392969320e-09
146	CDKN1A	2752.3933381421	0.800388310789917	0.0614719114339127	13.0231666706607	9.03450144807469e-39	3.60847253991434e-36
147	CDYL2	90.6725130234847	0.585249882857073	0.156313921488829	3.6966722123378	0.000218444095561253	0.000958238151663656
148	CELF3	21.2610507019087	0.888603979356204	0.207125370321174	4.0720533585783	4.66005001838271e-05	0.000242531236673396
149	CERK	2190.93887232119	-0.581813348897096	0.0550777160896457	-10.5639444891196	4.3786668816731e-26	6.43457490715301e-24
150	CHAC1	324.320450196612	0.881971644436159	0.1080361811887	8.12426307781756	4.50088574761249e-16	2.02046966255215e-14
151	CHGB	84.8969118102738	0.714734919421899	0.163364291871644	4.3951613647004	1.10690496711478e-05	6.7616700677439e-05
152	CHRD	119.126049796667	0.769543509288748	0.144163191822353	5.28131498038526	1.28259965670978e-07	1.19135687850735e-06
153	CHRNA10	28.3544005675835	-0.873946517940914	0.204762071821106	-4.3676001055006	1.25619224985101e-05	7.57264190244939e-05
154	CHRNA9	13.5782988595334	0.610976186467743	0.205918734896808	2.71733806375296	0.00658093504682659	0.0188647819698965
155	CHST1	30.7941928522763	0.615064584004054	0.204640224681161	2.86895596030332	0.00411829136046358	0.0126001135564153
156	CHST6	209.787601546794	0.598103214856686	0.115732383527394	5.1461318531285	2.65912551558846e-07	2.31662182082335e-06
157	CHST7	83.6659434755466	0.600515628433005	0.163738234836813	3.63649572635521	0.000276372226290801	0.00118310743572428
158	CIZ1	3036.27361542595	-0.729540409768107	0.0631209516355853	-11.5577960854149	6.74168802919511e-31	1.7215618759143e-28
159	CLN6	1790.14406869821	-0.647321279514201	0.0678824551930645	-9.53557616918304	1.49055545183741e-21	1.41575501666289e-19
160	CNKSR1	63.2718456981153	-0.598745060316268	0.180536142209611	-3.31674615733456	0.00091072320676711	0.00337207877152633
161	CNTNAP1	295.039659117434	0.623635846756534	0.108077563017482	5.75799578277393	8.51184812876948e-09	1.01290342476579e-07
162	COL11A2	89.4783068932169	-0.596003955388919	0.167407080545582	-3.58648324925094	0.000335167583606801	0.0014053581291637
163	COL13A1	113.32986694553	0.927370037365713	0.150626705461663	6.13291937957664	8.62808784616696e-10	1.25869910095434e-08
164	COL21A1	74.1356616127003	0.73173930175444	0.16700337669724	4.32215887483635	1.54509860996403e-05	9.04812069451495e-05
165	COL23A1	23.329143069685	1.01504863712387	0.206851347163364	4.73553741392404	2.1847539475925e-06	1.56109689181873e-05
166	COL2A1	3444.44875424512	0.82353376051108	0.0557037261916153	14.7852495470269	1.82380097288525e-49	1.49522882919124e-46
167	COL3A1	26.7581305608369	0.705473099572597	0.204159865488581	3.36964017504046	0.000752663980823399	0.00286027002422203
168	COL5A1	247.23675740233	1.08349372236663	0.113727120167684	9.48516268931423	2.42005276998262e-21	2.23060130165795e-19
169	COL6A2	431.468889121692	1.00783707627787	0.0985865597088737	10.1972390971637	2.03988883353871e-24	2.58336165528719e-22
170	COMMD4	1328.00968627987	-0.587806223694844	0.0719192877563318	-8.17215291106885	3.02934233562278e-16	1.38788428123518e-14
171	COPZ2	14.0999639784643	0.692483175485639	0.205532873574202	3.3964485230648	0.000682663964719825	0.00263279439921781
172	CORO2B	55.4824283658176	0.593230474252835	0.180605040008563	3.23571489129835	0.00121338513962822	0.00434503455631925
173	CPLX1	138.736597064946	0.642443269173016	0.142772830048753	4.53646761694417	5.72042683074386e-06	3.74399532531501e-05
174	CPXM1	185.951377803731	0.804037808280537	0.128832208425546	6.21270641648269	5.20796988358664e-10	7.86511293165872e-09
175	CRABP2	1076.1525105273	0.990644605172663	0.0809898173453808	12.2185688355038	2.47401711649394e-34	8.19952438800554e-32
176	CREB3L1	144.648724270073	0.925074583027907	0.136519611510415	6.732770645357	1.66462354259295e-11	3.33717386396015e-10
177	CREB3L2	2361.20987927367	0.693294230389791	0.0531940192144395	13.0296554790956	8.29814864035703e-39	3.40158582554846e-36
178	CRHR1	30.1127786020428	1.07336678955135	0.203247785145099	5.12173002282159	3.02745137258858e-07	2.60755742234302e-06
179	CRLF1	41.3957798592911	1.36261042925748	0.195476786917318	6.65274779427801	2.87670913387555e-11	5.45803875497922e-10
180	CRMP1	110.589966419567	0.607756007849684	0.148063752135066	4.08142065561574	4.47612585979052e-05	0.00023405375131909
181	CRYAB	9.80616124647659	0.731474351573195	0.197431854029184	3.38110741508589	0.000721943147931794	0.00276511148643559
182	CSGALNACT1	24.5952363086216	0.651635496278764	0.206258402923964	3.08273733683343	0.00205106103319429	0.00689306962547302
183	CSRNP1	793.884246769551	0.6412263742239	0.0736741940684506	8.7063278793734	3.13878015851198e-18	1.90987416129457e-16
184	CSRNP3	529.525244495551	0.771026040969289	0.0874678779577796	8.79679121115003	1.40783902809461e-18	8.95098307780807e-17
185	CSTB	1417.16888853387	-0.591854092359146	0.0606849630741546	-9.7530123326206	1.79074149508688e-22	1.88475542357894e-20
186	CTCFL	27.5432235963525	0.717149472949127	0.202845855890685	3.35821611077207	0.000784472551722955	0.00297100144376087
187	CTH	651.375817679478	0.875008704784591	0.0809015934031035	10.7979399230324	3.52012816423362e-27	5.96011265372468e-25
188	CXCL12	109.521209271012	0.804516516672522	0.146713771844747	5.45547586888305	4.88418645971027e-08	4.98238195696836e-07
189	CYBRD1	300.09060365869	0.767364974792054	0.106836748897099	7.17512590208974	7.22406738528315e-13	1.83571448059634e-11
190	CYP27B1	133.55721899239	-0.6513529563661	0.148072311626398	-4.43001848524972	9.42250111518454e-06	5.85457917316432e-05
191	CYP27C1	83.0508070734341	0.734110542491349	0.162440175061911	4.49155958952331	7.07035122578285e-06	4.5118746843105e-05
192	CYP3A5	58.6160168495768	0.727091500073555	0.176060922691354	4.03523826833574	5.45469148237188e-05	0.000279315349181153
193	CYP4F22	29.0457149644738	0.70744239080558	0.202661303141878	3.38150638151139	0.00072089558357117	0.00276245768887777
194	CYR61	318.354421716507	0.599431426820106	0.101340316176575	5.91030906253062	3.41466448755721e-09	4.41412686495259e-08
195	DCAF4L1	126.151217180683	-0.789178954922001	0.142552789610824	-5.51188365188653	3.55013581445678e-08	3.71393321570136e-07
196	DCHS1	157.08657066648	1.24456628707435	0.133779352381506	9.18347077947769	4.17415818431698e-20	3.23486875806496e-18
197	DDIT4	3784.90387584267	0.708343566416046	0.0753846265231728	9.39493322981043	5.72541255659579e-21	5.06731542011889e-19
198	DDX60	146.647361272629	0.66921634644276	0.133870040403303	4.96760923434225	6.77833776666306e-07	5.43138721148717e-06
199	DENND2A	96.8732139818346	1.15067472880627	0.160177920391121	7.03465243177859	1.99758314374338e-12	4.72892897113839e-11
200	DHRS7	676.248514159339	0.594265374916412	0.0789910410849787	7.51839276851448	5.54536998326511e-14	1.73803276115333e-12
201	DHX34	2094.95112465084	-0.644058972184895	0.0583476199228366	-11.0394038158503	2.46664326864512e-28	4.9260131020109e-26
202	DHX37	1657.77113424762	-0.716174301380983	0.0647127422821009	-11.0691018340329	1.77167340542775e-28	3.58407229043482e-26
203	DIO2	17.5008136126105	-0.665586244173616	0.207572084194493	-3.11901703828668	0.00181455468024106	0.00620261537285822
204	DKFZP564C196	22.0923670811786	0.604525886609918	0.207399490461286	2.9617131891461	0.00305932617366684	0.0097195847047131
205	DKFZP686I15217	78.0054431546466	0.727191904925516	0.166945703097561	4.31719806010011	1.58022354147924e-05	9.23645107152799e-05
206	DLGAP3	48.1496188411658	0.866614876018804	0.191459012879583	4.49303956638657	7.02137330200217e-06	4.48245622644622e-05
207	DLL1	460.885528306728	0.727775374089348	0.0921619099725359	7.88096862368547	3.24852881224432e-15	1.26505833270824e-13
208	DNAH17	851.847448076287	0.63492358566844	0.0941490217125563	6.75211772798256	1.4570256889282e-11	2.96517729180165e-10
209	DNAH3	95.0672019233407	-0.807012001958437	0.177463416871878	-4.7102173841038	2.47452715174597e-06	1.75606876732332e-05
210	DNAJB1	2961.57051532566	0.791607073943979	0.0548301785211008	14.432819662065	3.21657534074586e-47	2.17846061229558e-44
211	DNAJC5	2474.5467606432	-0.707701172947296	0.0588330630631044	-12.0273098383906	2.5534579557145e-33	7.95504291523296e-31
212	DNHD1	126.143196599275	0.619830284016124	0.144025627946479	4.29601794825569	1.73893509588081e-05	0.000100621812736015
213	DOK3	57.8897337290974	-0.879924332921921	0.181958384142541	-4.8165668722786	1.46049233516855e-06	1.08535475924767e-05
214	DPP4	80.0570421816769	0.934809960545065	0.166065483127388	5.52400195500417	3.31363772167548e-08	3.49232305754661e-07
215	DPYSL5	1940.40301966846	-0.600767390091834	0.0600022999570469	-10.0100342878059	1.3770480679295e-23	1.57722630545131e-21
216	DRP2	207.11741228666	-0.877909710417561	0.122269430906978	-7.16136647759292	7.98767919426891e-13	2.01987140923907e-11
217	DYRK2	1742.56857673897	0.655578690903028	0.0552304067031342	11.8693135680605	1.7086379089828e-32	4.9287875385602e-30
218	DYSF	56.8724214279336	0.696551718436781	0.180837694602332	3.82511481268278	0.00013071115598922	0.000605798178174377
219	EBF4	195.851070258298	1.14525703064003	0.126464575150881	8.98900558603634	2.49477355515313e-19	1.75842025649866e-17
220	ECEL1	172.209472656157	0.682241704297451	0.131561420376207	5.15609754717913	2.52149574867418e-07	2.21156189623298e-06
221	EEF1A2	3181.13250585078	0.756769918150296	0.066414001209818	11.3912099669982	4.62521911885519e-30	1.04415997412184e-27
222	EFEMP1	198.170398958377	0.711233882705425	0.118284023499776	5.97797810892493	2.25924084545934e-09	3.02858817983822e-08
223	EFNA1	280.824989747624	0.688224200676847	0.107484036964344	6.39992117859501	1.55457182742137e-10	2.60943592195502e-09
224	EFNB3	250.062383285403	0.590118077524292	0.121614064660049	4.83830935063698	1.30948219271718e-06	9.83500680615021e-06
225	EGFL7	178.156488114271	0.594573835063853	0.129227355409291	4.58320819528863	4.57895722626485e-06	3.05466452734594e-05
226	EGFLAM	102.286485265398	0.811798230519401	0.153306456819389	5.28756442521194	1.23955710247882e-07	1.15275110360075e-06
